[I 2024-07-08 21:07:01,125] A new study created in memory with name: no-name-2fce4595-1893-44fe-87ef-12d5c3f6e4d6
Seed set to 42
  0%|          | 0/300 [00:00<?, ?it/s]
Train: 0.5672 | Test: 0.4726 | Test metric: 0.5117 | Dataset: gs-lf:   0%|          | 0/300 [00:01<?, ?it/s]
Train: 0.1043 | Test: 0.1052 | Test metric: 0.8383 | Dataset: gs-lf:   4%|▍         | 12/300 [00:37<13:47,  2.87s/it]
Train: 0.1043 | Test: 0.1052 | Test metric: 0.8383 | Dataset: gs-lf:   4%|▍         | 13/300 [00:37<13:42,  2.86s/it]
Train: 0.1035 | Test: 0.1051 | Test metric: 0.8401 | Dataset: gs-lf:   4%|▍         | 13/300 [00:40<13:42,  2.86s/it]
Train: 0.1035 | Test: 0.1051 | Test metric: 0.8401 | Dataset: gs-lf:   5%|▍         | 14/300 [00:40<13:38,  2.86s/it]
Train: 0.1022 | Test: 0.1044 | Test metric: 0.8461 | Dataset: gs-lf:   5%|▍         | 14/300 [00:42<13:38,  2.86s/it]
Train: 0.1022 | Test: 0.1044 | Test metric: 0.8461 | Dataset: gs-lf:   5%|▌         | 15/300 [00:42<13:35,  2.86s/it]
Train: 0.1015 | Test: 0.1035 | Test metric: 0.8487 | Dataset: gs-lf:   5%|▌         | 15/300 [00:45<13:35,  2.86s/it]
Train: 0.1015 | Test: 0.1035 | Test metric: 0.8487 | Dataset: gs-lf:   5%|▌         | 16/300 [00:45<13:31,  2.86s/it]
Train: 0.1009 | Test: 0.1046 | Test metric: 0.8484 | Dataset: gs-lf:   5%|▌         | 16/300 [00:48<13:31,  2.86s/it]
Train: 0.1009 | Test: 0.1046 | Test metric: 0.8484 | Dataset: gs-lf:   6%|▌         | 17/300 [00:48<13:27,  2.85s/it]
Train: 0.1003 | Test: 0.1028 | Test metric: 0.8524 | Dataset: gs-lf:   6%|▌         | 17/300 [00:51<13:27,  2.85s/it]
Train: 0.1003 | Test: 0.1028 | Test metric: 0.8524 | Dataset: gs-lf:   6%|▌         | 18/300 [00:51<13:28,  2.87s/it]
Train: 0.1003 | Test: 0.1024 | Test metric: 0.8539 | Dataset: gs-lf:   6%|▌         | 18/300 [00:54<13:28,  2.87s/it]
Train: 0.1003 | Test: 0.1024 | Test metric: 0.8539 | Dataset: gs-lf:   6%|▋         | 19/300 [00:54<13:11,  2.82s/it]
Train: 0.0991 | Test: 0.1028 | Test metric: 0.8544 | Dataset: gs-lf:   6%|▋         | 19/300 [00:56<13:11,  2.82s/it]
Train: 0.0991 | Test: 0.1028 | Test metric: 0.8544 | Dataset: gs-lf:   7%|▋         | 20/300 [00:56<12:57,  2.78s/it]
Train: 0.0983 | Test: 0.1020 | Test metric: 0.8552 | Dataset: gs-lf:   7%|▋         | 20/300 [00:59<12:57,  2.78s/it]
Train: 0.0983 | Test: 0.1020 | Test metric: 0.8552 | Dataset: gs-lf:   7%|▋         | 21/300 [00:59<12:46,  2.75s/it]
Train: 0.0980 | Test: 0.1026 | Test metric: 0.8599 | Dataset: gs-lf:   7%|▋         | 21/300 [01:02<12:46,  2.75s/it]
Train: 0.0980 | Test: 0.1026 | Test metric: 0.8599 | Dataset: gs-lf:   7%|▋         | 22/300 [01:02<12:38,  2.73s/it]
Train: 0.0970 | Test: 0.1021 | Test metric: 0.8600 | Dataset: gs-lf:   7%|▋         | 22/300 [01:05<12:38,  2.73s/it]
Train: 0.0970 | Test: 0.1021 | Test metric: 0.8600 | Dataset: gs-lf:   8%|▊         | 23/300 [01:05<12:32,  2.72s/it]
Train: 0.0967 | Test: 0.1007 | Test metric: 0.8605 | Dataset: gs-lf:   8%|▊         | 23/300 [01:07<12:32,  2.72s/it]
Train: 0.0967 | Test: 0.1007 | Test metric: 0.8605 | Dataset: gs-lf:   8%|▊         | 24/300 [01:07<12:27,  2.71s/it]
Train: 0.0962 | Test: 0.1012 | Test metric: 0.8618 | Dataset: gs-lf:   8%|▊         | 24/300 [01:10<12:27,  2.71s/it]
Train: 0.0962 | Test: 0.1012 | Test metric: 0.8618 | Dataset: gs-lf:   8%|▊         | 25/300 [01:10<12:23,  2.70s/it]
Train: 0.0958 | Test: 0.1030 | Test metric: 0.8634 | Dataset: gs-lf:   8%|▊         | 25/300 [01:13<12:23,  2.70s/it]
Train: 0.0958 | Test: 0.1030 | Test metric: 0.8634 | Dataset: gs-lf:   9%|▊         | 26/300 [01:13<12:21,  2.71s/it]
Train: 0.0957 | Test: 0.1006 | Test metric: 0.8641 | Dataset: gs-lf:   9%|▊         | 26/300 [01:15<12:21,  2.71s/it]
Train: 0.0957 | Test: 0.1006 | Test metric: 0.8641 | Dataset: gs-lf:   9%|▉         | 27/300 [01:15<12:17,  2.70s/it]
Train: 0.0949 | Test: 0.0995 | Test metric: 0.8632 | Dataset: gs-lf:   9%|▉         | 27/300 [01:18<12:17,  2.70s/it]
Train: 0.0949 | Test: 0.0995 | Test metric: 0.8632 | Dataset: gs-lf:   9%|▉         | 28/300 [01:18<12:13,  2.70s/it]
Train: 0.0941 | Test: 0.0992 | Test metric: 0.8657 | Dataset: gs-lf:   9%|▉         | 28/300 [01:21<12:13,  2.70s/it]
Train: 0.0941 | Test: 0.0992 | Test metric: 0.8657 | Dataset: gs-lf:  10%|▉         | 29/300 [01:21<12:09,  2.69s/it]
Train: 0.0934 | Test: 0.0998 | Test metric: 0.8666 | Dataset: gs-lf:  10%|▉         | 29/300 [01:23<12:09,  2.69s/it]
Train: 0.0934 | Test: 0.0998 | Test metric: 0.8666 | Dataset: gs-lf:  10%|█         | 30/300 [01:23<12:05,  2.69s/it]
Train: 0.0932 | Test: 0.0990 | Test metric: 0.8692 | Dataset: gs-lf:  10%|█         | 30/300 [01:26<12:05,  2.69s/it]
Train: 0.0932 | Test: 0.0990 | Test metric: 0.8692 | Dataset: gs-lf:  10%|█         | 31/300 [01:26<12:02,  2.69s/it]
Train: 0.0929 | Test: 0.0992 | Test metric: 0.8678 | Dataset: gs-lf:  10%|█         | 31/300 [01:29<12:02,  2.69s/it]
Train: 0.0929 | Test: 0.0992 | Test metric: 0.8678 | Dataset: gs-lf:  11%|█         | 32/300 [01:29<11:59,  2.68s/it]
Train: 0.0925 | Test: 0.1001 | Test metric: 0.8683 | Dataset: gs-lf:  11%|█         | 32/300 [01:31<11:59,  2.68s/it]
Train: 0.0925 | Test: 0.1001 | Test metric: 0.8683 | Dataset: gs-lf:  11%|█         | 33/300 [01:31<11:55,  2.68s/it]
Train: 0.0920 | Test: 0.0997 | Test metric: 0.8704 | Dataset: gs-lf:  11%|█         | 33/300 [01:34<11:55,  2.68s/it]
Train: 0.0920 | Test: 0.0997 | Test metric: 0.8704 | Dataset: gs-lf:  11%|█▏        | 34/300 [01:34<11:54,  2.69s/it]
Train: 0.0915 | Test: 0.0988 | Test metric: 0.8704 | Dataset: gs-lf:  11%|█▏        | 34/300 [01:37<11:54,  2.69s/it]
Train: 0.0915 | Test: 0.0988 | Test metric: 0.8704 | Dataset: gs-lf:  12%|█▏        | 35/300 [01:37<11:54,  2.70s/it]
Train: 0.0914 | Test: 0.0986 | Test metric: 0.8715 | Dataset: gs-lf:  12%|█▏        | 35/300 [01:39<11:54,  2.70s/it]
Train: 0.0914 | Test: 0.0986 | Test metric: 0.8715 | Dataset: gs-lf:  12%|█▏        | 36/300 [01:39<11:50,  2.69s/it]
Train: 0.0913 | Test: 0.0983 | Test metric: 0.8700 | Dataset: gs-lf:  12%|█▏        | 36/300 [01:42<11:50,  2.69s/it]
Train: 0.0913 | Test: 0.0983 | Test metric: 0.8700 | Dataset: gs-lf:  12%|█▏        | 37/300 [01:42<11:46,  2.69s/it]
Train: 0.0906 | Test: 0.0981 | Test metric: 0.8733 | Dataset: gs-lf:  12%|█▏        | 37/300 [01:45<11:46,  2.69s/it]
Train: 0.0906 | Test: 0.0981 | Test metric: 0.8733 | Dataset: gs-lf:  13%|█▎        | 38/300 [01:45<11:43,  2.69s/it]
Train: 0.0900 | Test: 0.0983 | Test metric: 0.8731 | Dataset: gs-lf:  13%|█▎        | 38/300 [01:48<11:43,  2.69s/it]
Train: 0.0900 | Test: 0.0983 | Test metric: 0.8731 | Dataset: gs-lf:  13%|█▎        | 39/300 [01:48<11:41,  2.69s/it]
Train: 0.0892 | Test: 0.0977 | Test metric: 0.8722 | Dataset: gs-lf:  13%|█▎        | 39/300 [01:50<11:41,  2.69s/it]
Train: 0.0892 | Test: 0.0977 | Test metric: 0.8722 | Dataset: gs-lf:  13%|█▎        | 40/300 [01:50<11:38,  2.69s/it]
Train: 0.0890 | Test: 0.0989 | Test metric: 0.8705 | Dataset: gs-lf:  13%|█▎        | 40/300 [01:53<11:38,  2.69s/it]
Train: 0.0890 | Test: 0.0989 | Test metric: 0.8705 | Dataset: gs-lf:  14%|█▎        | 41/300 [01:53<11:36,  2.69s/it]
Train: 0.0890 | Test: 0.0982 | Test metric: 0.8730 | Dataset: gs-lf:  14%|█▎        | 41/300 [01:56<11:36,  2.69s/it]
Train: 0.0890 | Test: 0.0982 | Test metric: 0.8730 | Dataset: gs-lf:  14%|█▍        | 42/300 [01:56<11:33,  2.69s/it]
Train: 0.0884 | Test: 0.0978 | Test metric: 0.8742 | Dataset: gs-lf:  14%|█▍        | 42/300 [01:58<11:33,  2.69s/it]
Train: 0.0884 | Test: 0.0978 | Test metric: 0.8742 | Dataset: gs-lf:  14%|█▍        | 43/300 [01:58<11:32,  2.69s/it]
Train: 0.0886 | Test: 0.0975 | Test metric: 0.8746 | Dataset: gs-lf:  14%|█▍        | 43/300 [02:01<11:32,  2.69s/it]
Train: 0.0886 | Test: 0.0975 | Test metric: 0.8746 | Dataset: gs-lf:  15%|█▍        | 44/300 [02:01<11:31,  2.70s/it]
Train: 0.0876 | Test: 0.0977 | Test metric: 0.8766 | Dataset: gs-lf:  15%|█▍        | 44/300 [02:04<11:31,  2.70s/it]
Train: 0.0876 | Test: 0.0977 | Test metric: 0.8766 | Dataset: gs-lf:  15%|█▌        | 45/300 [02:04<11:26,  2.69s/it]
Train: 0.0879 | Test: 0.0981 | Test metric: 0.8740 | Dataset: gs-lf:  15%|█▌        | 45/300 [02:06<11:26,  2.69s/it]
Train: 0.0879 | Test: 0.0981 | Test metric: 0.8740 | Dataset: gs-lf:  15%|█▌        | 46/300 [02:06<11:22,  2.69s/it]
Train: 0.0875 | Test: 0.0970 | Test metric: 0.8749 | Dataset: gs-lf:  15%|█▌        | 46/300 [02:09<11:22,  2.69s/it]
Train: 0.0875 | Test: 0.0970 | Test metric: 0.8749 | Dataset: gs-lf:  16%|█▌        | 47/300 [02:09<11:19,  2.68s/it]
Train: 0.0870 | Test: 0.0979 | Test metric: 0.8744 | Dataset: gs-lf:  16%|█▌        | 47/300 [02:12<11:19,  2.68s/it]
Train: 0.0870 | Test: 0.0979 | Test metric: 0.8744 | Dataset: gs-lf:  16%|█▌        | 48/300 [02:12<11:16,  2.68s/it]
Train: 0.0865 | Test: 0.0974 | Test metric: 0.8755 | Dataset: gs-lf:  16%|█▌        | 48/300 [02:14<11:16,  2.68s/it]
Train: 0.0865 | Test: 0.0974 | Test metric: 0.8755 | Dataset: gs-lf:  16%|█▋        | 49/300 [02:14<11:13,  2.68s/it]
Train: 0.0861 | Test: 0.0974 | Test metric: 0.8764 | Dataset: gs-lf:  16%|█▋        | 49/300 [02:17<11:13,  2.68s/it]
Train: 0.0861 | Test: 0.0974 | Test metric: 0.8764 | Dataset: gs-lf:  17%|█▋        | 50/300 [02:17<11:10,  2.68s/it]
Train: 0.0862 | Test: 0.0976 | Test metric: 0.8757 | Dataset: gs-lf:  17%|█▋        | 50/300 [02:20<11:10,  2.68s/it]
Train: 0.0862 | Test: 0.0976 | Test metric: 0.8757 | Dataset: gs-lf:  17%|█▋        | 51/300 [02:20<11:08,  2.69s/it]
Train: 0.0855 | Test: 0.0973 | Test metric: 0.8760 | Dataset: gs-lf:  17%|█▋        | 51/300 [02:22<11:08,  2.69s/it]
Train: 0.0855 | Test: 0.0973 | Test metric: 0.8760 | Dataset: gs-lf:  17%|█▋        | 52/300 [02:22<11:06,  2.69s/it]
Train: 0.0859 | Test: 0.0983 | Test metric: 0.8751 | Dataset: gs-lf:  17%|█▋        | 52/300 [02:25<11:06,  2.69s/it]
Train: 0.0859 | Test: 0.0983 | Test metric: 0.8751 | Dataset: gs-lf:  18%|█▊        | 53/300 [02:25<11:02,  2.68s/it]
Train: 0.0852 | Test: 0.0984 | Test metric: 0.8772 | Dataset: gs-lf:  18%|█▊        | 53/300 [02:28<11:02,  2.68s/it]
Train: 0.0852 | Test: 0.0984 | Test metric: 0.8772 | Dataset: gs-lf:  18%|█▊        | 54/300 [02:28<10:59,  2.68s/it]
Train: 0.0847 | Test: 0.0971 | Test metric: 0.8761 | Dataset: gs-lf:  18%|█▊        | 54/300 [02:30<10:59,  2.68s/it]
Train: 0.0847 | Test: 0.0971 | Test metric: 0.8761 | Dataset: gs-lf:  18%|█▊        | 55/300 [02:30<10:55,  2.68s/it]
Train: 0.0840 | Test: 0.0981 | Test metric: 0.8769 | Dataset: gs-lf:  18%|█▊        | 55/300 [02:33<10:55,  2.68s/it]
Train: 0.0840 | Test: 0.0981 | Test metric: 0.8769 | Dataset: gs-lf:  19%|█▊        | 56/300 [02:33<10:51,  2.67s/it]
Train: 0.0839 | Test: 0.0977 | Test metric: 0.8776 | Dataset: gs-lf:  19%|█▊        | 56/300 [02:36<10:51,  2.67s/it]
Train: 0.0839 | Test: 0.0977 | Test metric: 0.8776 | Dataset: gs-lf:  19%|█▉        | 57/300 [02:36<10:48,  2.67s/it]
Train: 0.0837 | Test: 0.0975 | Test metric: 0.8772 | Dataset: gs-lf:  19%|█▉        | 57/300 [02:38<10:48,  2.67s/it]
Train: 0.0837 | Test: 0.0975 | Test metric: 0.8772 | Dataset: gs-lf:  19%|█▉        | 58/300 [02:38<10:46,  2.67s/it]
Train: 0.0835 | Test: 0.0976 | Test metric: 0.8764 | Dataset: gs-lf:  19%|█▉        | 58/300 [02:41<10:46,  2.67s/it]
Train: 0.0835 | Test: 0.0976 | Test metric: 0.8764 | Dataset: gs-lf:  20%|█▉        | 59/300 [02:41<10:44,  2.67s/it]
Train: 0.0830 | Test: 0.0979 | Test metric: 0.8782 | Dataset: gs-lf:  20%|█▉        | 59/300 [02:44<10:44,  2.67s/it]
Train: 0.0830 | Test: 0.0979 | Test metric: 0.8782 | Dataset: gs-lf:  20%|██        | 60/300 [02:44<10:42,  2.68s/it]
Train: 0.0831 | Test: 0.0978 | Test metric: 0.8785 | Dataset: gs-lf:  20%|██        | 60/300 [02:47<10:42,  2.68s/it]
Train: 0.0831 | Test: 0.0978 | Test metric: 0.8785 | Dataset: gs-lf:  20%|██        | 61/300 [02:47<10:39,  2.68s/it]
Train: 0.0825 | Test: 0.0975 | Test metric: 0.8793 | Dataset: gs-lf:  20%|██        | 61/300 [02:49<10:39,  2.68s/it]
Train: 0.0825 | Test: 0.0975 | Test metric: 0.8793 | Dataset: gs-lf:  21%|██        | 62/300 [02:49<10:37,  2.68s/it]
Train: 0.0820 | Test: 0.0976 | Test metric: 0.8784 | Dataset: gs-lf:  21%|██        | 62/300 [02:52<10:37,  2.68s/it]
Train: 0.0820 | Test: 0.0976 | Test metric: 0.8784 | Dataset: gs-lf:  21%|██        | 63/300 [02:52<10:35,  2.68s/it]
Train: 0.0817 | Test: 0.0969 | Test metric: 0.8767 | Dataset: gs-lf:  21%|██        | 63/300 [02:55<10:35,  2.68s/it]
Train: 0.0817 | Test: 0.0969 | Test metric: 0.8767 | Dataset: gs-lf:  21%|██▏       | 64/300 [02:55<10:32,  2.68s/it]
Train: 0.0814 | Test: 0.0983 | Test metric: 0.8779 | Dataset: gs-lf:  21%|██▏       | 64/300 [02:57<10:32,  2.68s/it]
Train: 0.0814 | Test: 0.0983 | Test metric: 0.8779 | Dataset: gs-lf:  22%|██▏       | 65/300 [02:57<10:29,  2.68s/it]
Train: 0.0812 | Test: 0.0975 | Test metric: 0.8778 | Dataset: gs-lf:  22%|██▏       | 65/300 [03:00<10:29,  2.68s/it]
Train: 0.0812 | Test: 0.0975 | Test metric: 0.8778 | Dataset: gs-lf:  22%|██▏       | 66/300 [03:00<10:26,  2.68s/it]
Train: 0.0812 | Test: 0.0981 | Test metric: 0.8785 | Dataset: gs-lf:  22%|██▏       | 66/300 [03:03<10:26,  2.68s/it]
Train: 0.0812 | Test: 0.0981 | Test metric: 0.8785 | Dataset: gs-lf:  22%|██▏       | 67/300 [03:03<10:24,  2.68s/it]
Train: 0.0805 | Test: 0.0973 | Test metric: 0.8788 | Dataset: gs-lf:  22%|██▏       | 67/300 [03:05<10:24,  2.68s/it]
Train: 0.0805 | Test: 0.0973 | Test metric: 0.8788 | Dataset: gs-lf:  23%|██▎       | 68/300 [03:05<10:21,  2.68s/it]
Train: 0.0808 | Test: 0.0982 | Test metric: 0.8789 | Dataset: gs-lf:  23%|██▎       | 68/300 [03:08<10:21,  2.68s/it]
Train: 0.0808 | Test: 0.0982 | Test metric: 0.8789 | Dataset: gs-lf:  23%|██▎       | 69/300 [03:08<10:19,  2.68s/it]
Train: 0.0801 | Test: 0.0995 | Test metric: 0.8779 | Dataset: gs-lf:  23%|██▎       | 69/300 [03:11<10:19,  2.68s/it]
Train: 0.0801 | Test: 0.0995 | Test metric: 0.8779 | Dataset: gs-lf:  23%|██▎       | 70/300 [03:11<10:15,  2.68s/it]
Train: 0.0794 | Test: 0.0976 | Test metric: 0.8771 | Dataset: gs-lf:  23%|██▎       | 70/300 [03:13<10:15,  2.68s/it]
Train: 0.0794 | Test: 0.0976 | Test metric: 0.8771 | Dataset: gs-lf:  24%|██▎       | 71/300 [03:13<10:13,  2.68s/it]
Train: 0.0793 | Test: 0.0980 | Test metric: 0.8769 | Dataset: gs-lf:  24%|██▎       | 71/300 [03:16<10:13,  2.68s/it]
Train: 0.0793 | Test: 0.0980 | Test metric: 0.8769 | Dataset: gs-lf:  24%|██▍       | 72/300 [03:16<10:10,  2.68s/it]
Train: 0.0794 | Test: 0.0982 | Test metric: 0.8789 | Dataset: gs-lf:  24%|██▍       | 72/300 [03:19<10:10,  2.68s/it]
Train: 0.0794 | Test: 0.0982 | Test metric: 0.8789 | Dataset: gs-lf:  24%|██▍       | 73/300 [03:19<10:07,  2.68s/it]
Train: 0.0789 | Test: 0.0983 | Test metric: 0.8773 | Dataset: gs-lf:  24%|██▍       | 73/300 [03:21<10:07,  2.68s/it]
Train: 0.0789 | Test: 0.0983 | Test metric: 0.8773 | Dataset: gs-lf:  25%|██▍       | 74/300 [03:21<10:04,  2.67s/it]
Train: 0.0783 | Test: 0.0987 | Test metric: 0.8781 | Dataset: gs-lf:  25%|██▍       | 74/300 [03:24<10:04,  2.67s/it]
Train: 0.0783 | Test: 0.0987 | Test metric: 0.8781 | Dataset: gs-lf:  25%|██▌       | 75/300 [03:24<10:02,  2.68s/it]
Train: 0.0783 | Test: 0.0985 | Test metric: 0.8784 | Dataset: gs-lf:  25%|██▌       | 75/300 [03:27<10:02,  2.68s/it]
Train: 0.0783 | Test: 0.0985 | Test metric: 0.8784 | Dataset: gs-lf:  25%|██▌       | 76/300 [03:27<10:00,  2.68s/it]
Train: 0.0782 | Test: 0.0987 | Test metric: 0.8772 | Dataset: gs-lf:  25%|██▌       | 76/300 [03:29<10:00,  2.68s/it]
Train: 0.0782 | Test: 0.0987 | Test metric: 0.8772 | Dataset: gs-lf:  25%|██▌       | 76/300 [03:29<10:18,  2.76s/it]
[I 2024-07-09 03:18:15,231] Trial 94 finished with value: 0.8793318867683411 and parameters: {'global_dim': 64, 'depth': 3, 'hidden_dim': 320, 'dropout': 0.05, 'learning_rate': 0.0005}. Best is trial 37 with value: 0.88084876537323.
Early stop reached at 61 with loss 0.8793318867683411
=====================================================================================
Layer (type:depth-idx)                                       Param #
=====================================================================================
GraphNets                                                    --
├─ModuleList: 1-1                                            --
│    └─MetaLayer: 2-1                                        --
│    │    └─EdgeFiLMModel: 3-1                               10,416
│    │    └─NodeAttnModel: 3-2                               70,575
│    │    └─GlobalPNAModel: 3-3                              194,624
│    └─MetaLayer: 2-2                                        --
│    │    └─EdgeFiLMModel: 3-4                               6,580
│    │    └─NodeAttnModel: 3-5                               70,575
│    │    └─GlobalPNAModel: 3-6                              150,784
│    └─MetaLayer: 2-3                                        --
│    │    └─EdgeFiLMModel: 3-7                               6,580
│    │    └─NodeAttnModel: 3-8                               70,575
│    │    └─GlobalPNAModel: 3-9                              150,784
=====================================================================================
Total params: 731,493
Trainable params: 731,493
Non-trainable params: 0
=====================================================================================
Seed set to 42

  0%|          | 0/300 [00:00<?, ?it/s]
Train: 0.2506 | Test: 0.1353 | Test metric: 0.5515 | Dataset: gs-lf:   0%|          | 0/300 [00:02<?, ?it/s]
Train: 0.2506 | Test: 0.1353 | Test metric: 0.5515 | Dataset: gs-lf:   0%|          | 1/300 [00:02<13:03,  2.62s/it]
Train: 0.1325 | Test: 0.1335 | Test metric: 0.5660 | Dataset: gs-lf:   0%|          | 1/300 [00:05<13:03,  2.62s/it]
Train: 0.1325 | Test: 0.1335 | Test metric: 0.5660 | Dataset: gs-lf:   1%|          | 2/300 [00:05<12:59,  2.61s/it]
Train: 0.1299 | Test: 0.1294 | Test metric: 0.6125 | Dataset: gs-lf:   1%|          | 2/300 [00:07<12:59,  2.61s/it]
Train: 0.1299 | Test: 0.1294 | Test metric: 0.6125 | Dataset: gs-lf:   1%|          | 3/300 [00:07<12:56,  2.61s/it]
Train: 0.1250 | Test: 0.1247 | Test metric: 0.6738 | Dataset: gs-lf:   1%|          | 3/300 [00:10<12:56,  2.61s/it]
Train: 0.1250 | Test: 0.1247 | Test metric: 0.6738 | Dataset: gs-lf:   1%|▏         | 4/300 [00:10<12:53,  2.61s/it]
Train: 0.1193 | Test: 0.1203 | Test metric: 0.7125 | Dataset: gs-lf:   1%|▏         | 4/300 [00:13<12:53,  2.61s/it]
Train: 0.1193 | Test: 0.1203 | Test metric: 0.7125 | Dataset: gs-lf:   2%|▏         | 5/300 [00:13<12:50,  2.61s/it]
Train: 0.1154 | Test: 0.1144 | Test metric: 0.7665 | Dataset: gs-lf:   2%|▏         | 5/300 [00:15<12:50,  2.61s/it]
Train: 0.1154 | Test: 0.1144 | Test metric: 0.7665 | Dataset: gs-lf:   2%|▏         | 6/300 [00:15<12:48,  2.61s/it]
Train: 0.1103 | Test: 0.1107 | Test metric: 0.7963 | Dataset: gs-lf:   2%|▏         | 6/300 [00:18<12:48,  2.61s/it]
Train: 0.1103 | Test: 0.1107 | Test metric: 0.7963 | Dataset: gs-lf:   2%|▏         | 7/300 [00:18<12:47,  2.62s/it]
Train: 0.1085 | Test: 0.1089 | Test metric: 0.8171 | Dataset: gs-lf:   2%|▏         | 7/300 [00:20<12:47,  2.62s/it]
Train: 0.1085 | Test: 0.1089 | Test metric: 0.8171 | Dataset: gs-lf:   3%|▎         | 8/300 [00:20<12:45,  2.62s/it]
Train: 0.1061 | Test: 0.1092 | Test metric: 0.8231 | Dataset: gs-lf:   3%|▎         | 8/300 [00:23<12:45,  2.62s/it]
Train: 0.1061 | Test: 0.1092 | Test metric: 0.8231 | Dataset: gs-lf:   3%|▎         | 9/300 [00:23<12:43,  2.62s/it]
Train: 0.1045 | Test: 0.1058 | Test metric: 0.8313 | Dataset: gs-lf:   3%|▎         | 9/300 [00:26<12:43,  2.62s/it]
Train: 0.1045 | Test: 0.1058 | Test metric: 0.8313 | Dataset: gs-lf:   3%|▎         | 10/300 [00:26<12:39,  2.62s/it]
Train: 0.1027 | Test: 0.1051 | Test metric: 0.8415 | Dataset: gs-lf:   3%|▎         | 10/300 [00:28<12:39,  2.62s/it]
Train: 0.1027 | Test: 0.1051 | Test metric: 0.8415 | Dataset: gs-lf:   4%|▎         | 11/300 [00:28<12:36,  2.62s/it]
Train: 0.1024 | Test: 0.1050 | Test metric: 0.8425 | Dataset: gs-lf:   4%|▎         | 11/300 [00:31<12:36,  2.62s/it]
Train: 0.1024 | Test: 0.1050 | Test metric: 0.8425 | Dataset: gs-lf:   4%|▍         | 12/300 [00:31<12:33,  2.62s/it]
Train: 0.1005 | Test: 0.1038 | Test metric: 0.8484 | Dataset: gs-lf:   4%|▍         | 12/300 [00:34<12:33,  2.62s/it]
Train: 0.1005 | Test: 0.1038 | Test metric: 0.8484 | Dataset: gs-lf:   4%|▍         | 13/300 [00:34<12:30,  2.62s/it]
Train: 0.0997 | Test: 0.1052 | Test metric: 0.8475 | Dataset: gs-lf:   4%|▍         | 13/300 [00:36<12:30,  2.62s/it]
Train: 0.0997 | Test: 0.1052 | Test metric: 0.8475 | Dataset: gs-lf:   5%|▍         | 14/300 [00:36<12:27,  2.61s/it]
Train: 0.0984 | Test: 0.1023 | Test metric: 0.8524 | Dataset: gs-lf:   5%|▍         | 14/300 [00:39<12:27,  2.61s/it]
Train: 0.0984 | Test: 0.1023 | Test metric: 0.8524 | Dataset: gs-lf:   5%|▌         | 15/300 [00:39<12:25,  2.61s/it]
Train: 0.0976 | Test: 0.1033 | Test metric: 0.8541 | Dataset: gs-lf:   5%|▌         | 15/300 [00:41<12:25,  2.61s/it]
Train: 0.0976 | Test: 0.1033 | Test metric: 0.8541 | Dataset: gs-lf:   5%|▌         | 16/300 [00:41<12:23,  2.62s/it]
Train: 0.0968 | Test: 0.1001 | Test metric: 0.8599 | Dataset: gs-lf:   5%|▌         | 16/300 [00:44<12:23,  2.62s/it]
Train: 0.0968 | Test: 0.1001 | Test metric: 0.8599 | Dataset: gs-lf:   6%|▌         | 17/300 [00:44<12:20,  2.62s/it]
Train: 0.0953 | Test: 0.1009 | Test metric: 0.8600 | Dataset: gs-lf:   6%|▌         | 17/300 [00:47<12:20,  2.62s/it]
Train: 0.0953 | Test: 0.1009 | Test metric: 0.8600 | Dataset: gs-lf:   6%|▌         | 18/300 [00:47<12:18,  2.62s/it]
Train: 0.0954 | Test: 0.1011 | Test metric: 0.8624 | Dataset: gs-lf:   6%|▌         | 18/300 [00:49<12:18,  2.62s/it]
Train: 0.0954 | Test: 0.1011 | Test metric: 0.8624 | Dataset: gs-lf:   6%|▋         | 19/300 [00:49<12:14,  2.61s/it]
Train: 0.0940 | Test: 0.1010 | Test metric: 0.8640 | Dataset: gs-lf:   6%|▋         | 19/300 [00:52<12:14,  2.61s/it]
Train: 0.0940 | Test: 0.1010 | Test metric: 0.8640 | Dataset: gs-lf:   7%|▋         | 20/300 [00:52<12:12,  2.62s/it]
Train: 0.0932 | Test: 0.1003 | Test metric: 0.8649 | Dataset: gs-lf:   7%|▋         | 20/300 [00:54<12:12,  2.62s/it]
Train: 0.0932 | Test: 0.1003 | Test metric: 0.8649 | Dataset: gs-lf:   7%|▋         | 21/300 [00:54<12:10,  2.62s/it]
Train: 0.0928 | Test: 0.0988 | Test metric: 0.8674 | Dataset: gs-lf:   7%|▋         | 21/300 [00:57<12:10,  2.62s/it]
Train: 0.0928 | Test: 0.0988 | Test metric: 0.8674 | Dataset: gs-lf:   7%|▋         | 22/300 [00:57<12:06,  2.61s/it]
Train: 0.0916 | Test: 0.0995 | Test metric: 0.8675 | Dataset: gs-lf:   7%|▋         | 22/300 [01:00<12:06,  2.61s/it]
Train: 0.0916 | Test: 0.0995 | Test metric: 0.8675 | Dataset: gs-lf:   8%|▊         | 23/300 [01:00<12:03,  2.61s/it]
Train: 0.0920 | Test: 0.1000 | Test metric: 0.8688 | Dataset: gs-lf:   8%|▊         | 23/300 [01:02<12:03,  2.61s/it]
Train: 0.0920 | Test: 0.1000 | Test metric: 0.8688 | Dataset: gs-lf:   8%|▊         | 24/300 [01:02<12:05,  2.63s/it]
