Dataset,Mixture Label,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42
Bushdid,366,CCCCCOC(=O)CCC,CC(=O)OCCC1=CC=CC=C1,CC(C1=CC=CC=C1)C(OC)OC,CC(C)CC(=O)O,CC1CCC(=O)O1,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC1=CC=CC=C1C=O,CCC1=NC=CN=C1,COC(=O)C1=CC=CC=C1O,COC1=CC=CC=C1,C1=CC=C(C=C1)CCO,CCCCCCOC(=O)CCCCC,CCCCCCCC(C)O,CCCCNCCCC,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CCCCCC(=O)C,CC(=O)C(=O)O,COC(=O)C1=CC=CC=C1N,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CC1=CC=C(C=C1)OC,CC1(C2CCC(O1)(CC2)C)C,CC(=O)O,CC(CCC=C(C)C)C=O,CCCCCCCCCCC=O,CCCCCC(=O)OCC,CC(C)CC=O,CCCC(=O)OCC,CC1=CCC2CC1C2(C)C,CC1=CC=C(C=C1)OC(=O)C,CC1=CC2=C(C=C1)N=CC=C2,,,,,,,,,,,,,
Bushdid,367,CC(C(=O)O)O,COC1=CC=C(C=C1)C=O,CSSSC,C1=CC=C(C=C1)/C=C/C=O,CN(C)C,CC1=NC=CN=C1C,CC(C)(CCC1=CC=CC=C1)O,CCCCCC(C=C)O,CCCC(C)O,CC1=CC=CC=C1C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,368,CC(C(=O)O)O,COC1=CC=C(C=C1)C=O,CSSSC,C1=CC=C(C=C1)/C=C/C=O,CN(C)C,CC1=NC=CN=C1C,CCCCCCCCCC(=O)O,CCC/C=C/C=O,CCC1=NC=CN=C1,CC(=O)C1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,369,CCCCCCCCC(=O)C,CC/C=C\1/C2=CC=CC=C2C(=O)O1,C#CC1=CC=CC=C1,CC1=CC2=C(C=C1)N=CC=C2,CCCCCC1CCC(=O)O1,CCCCCCCC(=O)OCC,COC(=O)C1=CC=CC=C1,CCOC(=O)CCC(=O)OCC,CCC1=CC(=C(C=C1)O)OC,C1CCC(CC1)O,CCCO,CSSSC,CCC(=O)OCC,CC(C)C1=CC=C(C=C1)C=O,COC1=CC=C(C=C1)C=O,CC1=CC=C(C=C1)C(C)C,C1=CC=C2C(=C1)C=CN2,CCCCCC(=O)C,CCCCC/C=C/C=C/C=O,CCC(=O)OC,CCCCCCC=O,CCCC(C)O,CC1=CC(=O)CC(C1)(C)C,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC(=CCC/C(=C/CO)/C)C,CCCCCCCC(=O)OC,CCCCCCCCCC(=O)OCC,C1=COC(=C1)CS,COC1=CC=CC=C1,,,,,,,,,,,,,
Bushdid,370,CCCC(=O)SC,CC(C)CC=O,CCCCNCCCC,CCCSCCC,CSCSC,CC1=CCC2CC1C2(C)C,CC(=CCC[C@](C)(C=C)O)C,CC1=CC(=C(C=C1)C(C)C)O,COC(=O)C1=CC=CC=C1O,CCCC(=O)O,CCCCC(=O)OCC,CC(=O)C(=O)O,C1=CC=C(C=C1)CC(=O)O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC[C@@H](CC1)C(=C)C,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,CCCC=O,C1=CSC=C1,CC1=CC=C(C=C1)OC(=O)C(C)C,CCCCC(=O)O,COC1=C(C=CC(=C1)CC=C)O,CC=O,C1=CC=C(C=C1)CCO,CC(C(=O)C)O,CCCCCCOC(=O)CCCCC,CC1=CNC2=CC=CC=C12,CCCC(=O)OC,CCCCCCCCCCC=O,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CC(C1=CC=CC=C1)C(OC)OC,,,,,,,,,,,,,
Bushdid,371,C1CCSC1,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,COC(=O)C1=CC=CC=C1O,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,COC1=C(C=CC(=C1)CC=C)O,CC(C(=O)C)O,C1=CC=C(C=C1)CCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,372,C1CCSC1,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,COC(=O)C1=CC=CC=C1O,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,COC1=C(C=CC(=C1)CC=C)O,CC(C(=O)C)O,CCCCCOC(=O)CCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,373,CCCCCCC=O,CC/C=C\1/C2=CC=CC=C2C(=O)O1,CC1=CC=C(C=C1)C(C)C,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,CCC(=O)OC,CCCC(C)O,CC(C(=O)C)O,CCCCCC(C)O,C=CCCC(=O)O,COC(=O)C1=CC=CC=C1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,374,CCCCCCC=O,CC/C=C\1/C2=CC=CC=C2C(=O)O1,CC1=CC=C(C=C1)C(C)C,CCCCCCCCCC(=O)O,CCCCNCCCC,CC1=CC=C(C=C1)O,CCCC(=O)OCC,CCCCCCCCCCC=O,CC1=CCC2CC1C2(C)C,CC(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,375,C1=CC=C(C=C1)CC(=O)O,CC1(C2CCC(O1)(CC2)C)C,CC(C1=CC=CC=C1)C(OC)OC,CC1=CC=C(C=C1)OC,CCOC(=O)C1=CC=CC=C1,CN(C)C,CC(C)CC=O,CCCC(=O)CC,CCCC(C)O,CCCCCCCC(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,376,C1=CC=C(C=C1)CC(=O)O,CC1(C2CCC(O1)(CC2)C)C,CC(C1=CC=CC=C1)C(OC)OC,CC1=CC=C(C=C1)OC,CCOC(=O)C1=CC=CC=C1,CN(C)C,C=CCCCCCCCCC(=O)O,CC(C)(CCC1=CC=CC=C1)O,CC1=CC=CC=C1,CC(C)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,377,CCC(C)S,CC=O,CCCCCCCCCC(=O)O,COC1=C(C=CC(=C1)CC=C)O,CCCC(=O)O,CC1=CC=C(C=C1)O,CCOC(=O)C1=CC=CC=C1,CC(=O)C(=O)O,CCOC(=O)CCC(=O)OCC,CCOC=O,CCCCCCOC(=O)CCCCC,CCCCCCCC(=O)OC,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,C1=CC=C(C=C1)CCO,CC(=O)C,CCCC(C)O,CCCCCC(C=C)O,C1=CC=C(C=C1)C=O,CCCC(=O)SC,CC1=CCC2CC1C2(C)C,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,378,CCC(C)S,CC=O,CCCCCCCCCC(=O)O,COC1=C(C=CC(=C1)CC=C)O,CCCC(=O)O,CC1=CC=C(C=C1)O,CCOC(=O)C1=CC=CC=C1,CC(=O)C(=O)O,CCOC(=O)CCC(=O)OCC,CCOC=O,C1=CC=C2C(=C1)C=CN2,CCCSCCC,CC1=CC=C(C=C1)OC(=O)C,CC(=O)O,CC1=CC=C(C=C1)C(C)C,CCCCCCCC1CCC(=O)O1,CC(=CC(=O)C)C,CC(C(=O)O)O,CCCCCCCCC(=O)C,CCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,379,CCCCOC(=O)C,CC1=CC=C(C=C1)OC,CCOC=O,CCCO,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CCCCCCCCCOC(=O)C,CCCCCCCC=O,CC1CCC(=O)O1,CC1=CC=CC=C1,CC1=CNC2=CC=CC=C12,C1=CC=C(C=C1)C=O,CC=O,C1=CC=C(C=C1)OC2=CC=CC=C2,C1=CC=C2C(=C1)C=CN2,CCCCCC(C=C)O,CCCCCOC(=O)CCCC,CCCCCCCC(=O)OCC,COC(=O)C1=CC=CC=C1N,C1=COC(=C1)CS,C=CCCCCCCCCC(=O)O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CCCCC(=O)O,CC(C1=CC=CC=C1)C(OC)OC,CCCCCCCCCC(=O)OCC,CC(C(=O)O)O,CCCCCC(C)O,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,C1=CSC=C1,CCCCSCCCC,,,,,,,,,,,,,
Bushdid,380,CCCCOC(=O)C,CC1=CC=C(C=C1)OC,CCOC=O,CCCO,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CCCCCCCCCOC(=O)C,CCCCCCCC=O,CC1CCC(=O)O1,CC1=CC=CC=C1,CC1=CNC2=CC=CC=C12,C1=CC=C(C=C1)C=O,CC=O,C1=CC=C(C=C1)OC2=CC=CC=C2,C1=CC=C2C(=C1)C=CN2,CCCCCC(C=C)O,CCCCCOC(=O)CCCC,CCCCCCCC(=O)OCC,COC(=O)C1=CC=CC=C1N,C1=COC(=C1)CS,C=CCCCCCCCCC(=O)O,CC(=O)C1=CC=CC=C1,CCCC(CC)O,CCCCCCC=O,CCCS,CCC(=O)OC,CC1=CC=C(C=C1)OC(=O)C,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CCCSCCC,C#CC1=CC=CC=C1,CC(C)CCOC(=O)C,,,,,,,,,,,,,
Bushdid,381,CC(C)CC=O,CC(C)C1=CC=C(C=C1)C=O,CCCCCCCC(C)O,CC1=CC[C@@H](CC1)C(=C)C,CCCCCOC(=O)CCCC,CC1=CC=C(C=C1)OC(=O)C,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CC(CCC=C(C)C)C=O,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CCCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,382,CC(C)CC=O,CC(C)C1=CC=C(C=C1)C=O,CCCCCCCC(C)O,CC1=CC[C@@H](CC1)C(=C)C,CCCCCOC(=O)CCCC,CC1=CC=C(C=C1)OC(=O)C,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CC(CCC=C(C)C)C=O,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CCCC(=O)SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,383,CC(=CCC[C@](C)(C=C)O)C,CC(C)C1=CC=C(C=C1)C=O,CCCCCCCCCC(=O)O,CCCCSCCCC,C1CCC(CC1)O,CC(=O)C1=CC=CC=N1,CC(=O)C,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,C1=CC=C(C=C1)/C=C/C=O,CCCCCCCC1CCC(=O)O1,C1=CSC=C1,CC(C)CC=O,CC1=CC(=O)CC(C1)(C)C,CCCC(=O)OC,CSSC,CCC(C=C)O,CCCCCCCC(C)O,CCCCC(=O)OCC,COC(=O)C1=CC=CC=C1O,CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,384,CC(=CCC[C@](C)(C=C)O)C,CC(C)C1=CC=C(C=C1)C=O,CCCCCCCCCC(=O)O,CCCCSCCCC,C1CCC(CC1)O,CC(=O)C1=CC=CC=N1,CC(=O)C,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,C1=CC=C(C=C1)/C=C/C=O,CCCCCCCC1CCC(=O)O1,C1=CSC=C1,CC(C)CC=O,CC1=CC(=O)CC(C1)(C)C,CCCC(=O)OC,CSSC,CCCC(=O)OCC,CC1=CC=C(C=C1)OC(=O)C(C)C,CCCCCC1CCC(=O)O1,CC1(C2CCC(O1)(CC2)C)C,CC(CCC=C(C)C)C=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,385,C1=CC=C(C=C1)C=O,C1=CC=C(C=C1)CCO,CCCCCC(=O)OCC,CCCCCCCC1CCC(=O)O1,CCCCC/C=C/C=C/C=O,CCCCCCCCC(=O)C,CC(=O)C(=O)O,CC(C)CC=O,CCCC(C)O,CCOC(=O)C1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,386,C1=CC=C(C=C1)C=O,C1=CC=C(C=C1)CCO,CCCCCC(=O)OCC,CCCCCCCC1CCC(=O)O1,CCCCC/C=C/C=C/C=O,CCCCCCCCC(=O)C,CCOC=O,CC(C)C=O,CCCS,CC(=CCC/C(=C/CO)/C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,387,C1=CC=C(C=C1)OC2=CC=CC=C2,CCCCCCCCCC(=O)O,CCCCCCCC=O,CC1=CC=CC=C1C=O,CCCC(=O)CC,CC(=O)C1=CC=CC=C1,CC1=CNC2=CC=CC=C12,CC(=O)C,CC(C)(CCC1=CC=CC=C1)O,CC(C(=O)O)O,CCCCCCCCCC(=O)OCC,CCCCCC(C)O,CC(=O)C(=O)O,CCCCCC1CCC(=O)O1,C1=CC=C(C=C1)CC(=O)O,CCCC(CC)O,CC(C)CCOC(=O)C,C1CCC(CC1)O,CC(C)C1=CC=C(C=C1)C=O,CCCCCCCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,388,C1=CC=C(C=C1)C=O,CC1=CC2=C(C=C1)N=CC=C2,CCCCCOC(=O)CCC,C1=CSC=C1,CC(C)CC(=O)O,CCCCNCCCC,CC(CCCC(C)(C)O)CC=O,CCCCCC(=O)O,CCCSCCC,C1=CC=C(C=C1)CCO,CC1(C2CCC(O1)(CC2)C)C,CCOC(=O)C(C)O,CC1=CC(=C(C=C1)C(C)C)O,CSSSC,CC1CCC(=O)O1,C1CCSC1,CC(=CCC/C(=C/CO)/C)C,CCCCCC(C=C)O,CCCC(=O)SC,CCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,389,CCCCSCCCC,CCCC(=O)SC,CC1=NC=CN=C1C,CCCCCCCC1CCC(=O)O1,CC1=CC=CC=C1,CCCCCCCCC(=O)C,CC(=CC(=O)C)C,CC=O,CCCC(C)O,C#CC1=CC=CC=C1,CCCCC(=O)OCC,CC(=O)C(=O)O,CCCCCCCCCC(=O)OCC,C=CCCCCCCCCC(=O)O,C1=CC=C(C=C1)CCO,COC(=O)C1=CC=CC=C1,CC(CCC=C(C)C)C=O,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CCCCCC(C)O,COC(=O)C1=CC=CC=C1O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,390,CC(=CCC[C@](C)(C=C)O)C,CSSC,CC1=CC=C(C=C1)C(C)C,CC1=CC=CC=C1C=O,CCCC(CC)O,CC(=O)C1=CC=CC=N1,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CCCC=O,CCCCC(=O)O,CCCC(=O)OCC,COC1=C(C=CC(=C1)CC=C)O,COC1=CC=C(C=C1)C=O,CC(=CCC/C(=C/CO)/C)C,CCC/C=C/C=O,CC1=CC2=C(C=C1)N=CC=C2,CCCC(=O)O,C1CCSC1,CC1=CC(=C(C=C1)C(C)C)O,C1=CC=C2C(=C1)C=CN2,CC(C(=O)C)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,391,CC(C)C(=O)O,C1=CC=C(C=C1)/C=C/C=O,CCCCCOC(=O)CCC,CC(C)O,CCOC=O,CC(=O)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OCC,COC1=CC=CC=C1,CCCCCCO,CC(C)CC(=O)O,CCCCC(=O)OCC,CC1=CC[C@H](CC1)C(C)(C)O,CCCSCCC,CCCCCCCCC(=O)C,CCCCCCCC=O,C=CCCC(=O)O,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC1=CC=C(C=C1)O,CCCCOC(=O)C,CC(C1=CC=CC=C1)C(OC)OC,CCCC(=O)OC,CCCCCCC=O,CC(CCCC(C)(C)O)CC=O,C1CCSC1,CC(C)CCOC(=O)C,CCCC(CC)O,CC1=CC=C(C=C1)OC(=O)C(C)C,C1=CC=C(C=C1)CCO,C=CCCCCCCCCC(=O)O,,,,,,,,,,,,,
Bushdid,392,CC(C)C(=O)O,C1=CC=C(C=C1)/C=C/C=O,CCCCCOC(=O)CCC,CC(C)O,CCOC=O,CC(=O)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OCC,COC1=CC=CC=C1,CCCCCCO,CC(C)CC(=O)O,CCCCC(=O)OCC,CC1=CC[C@H](CC1)C(C)(C)O,CCCSCCC,CCCCCCCCC(=O)C,CCCCCCCC=O,C=CCCC(=O)O,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC1=CC=C(C=C1)O,CCCCOC(=O)C,CC(C1=CC=CC=C1)C(OC)OC,CCCC(=O)OC,CCCCCCC=O,CC(CCCC(C)(C)O)CC=O,C1CCSC1,CC(C)CCOC(=O)C,CCCC(CC)O,CC1=CC=C(C=C1)OC(=O)C(C)C,C1=CC=C(C=C1)CCO,CC(C(=O)C)O,,,,,,,,,,,,,
Bushdid,393,CC(C)CC(=O)O,CCCCCCOC(=O)CCCCC,CC1=CC=C(C=C1)OC,CCCCSCCCC,CC(C1=CC=CC=C1)C(OC)OC,C1=CC=C2C(=C1)C=CN2,CCCCCC1CCC(=O)O1,CCCCCOC(=O)CCCC,CCCCCCCC(C)O,CSSC,CSSSC,CCCC(C)O,CCCCCOC(=O)CCC,CC=O,COC1=CC=CC=C1O,C1=CC=C(C=C1)OC2=CC=CC=C2,CCCC(=O)O,CCCC(=O)OC,C#CC1=CC=CC=C1,C1CCC(CC1)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,394,CC(C)CC(=O)O,CCCCCCOC(=O)CCCCC,CC1=CC=C(C=C1)OC,CCCCSCCCC,CC(C1=CC=CC=C1)C(OC)OC,CCC/C=C/C=O,C1CCSC1,COC(=O)C1=CC=CC=C1N,CCOC(=O)CCC(=O)OCC,CCCCC(=O)O,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CC(C)CCOC(=O)C,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,CCC1=CC(=C(C=C1)O)OC,CSC,CCCCCCCCCOC(=O)C,CC(C)CCOC(=O)CC1=CC=CC=C1,CC(C)O,CC(C(=O)C)O,C=CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,395,CC(C)CC=O,CC1([C@H]2CCC(=C)[C@@H]1C2)C,COC(=O)C1=CC=CC=C1,COC1=CC=C(C=C1)C=O,CC(=O)O,CC1=CC=CC=C1C=O,CCCCCCCC=O,C1=CC=C(C=C1)CCO,CCCCCC(C)O,CC1=CC2=C(C=C1)N=CC=C2,CCCC(=O)SC,CC(C)CC(=O)O,CC(C(=O)C)O,CCCCOC(=O)C,CSC,CC/C=C\1/C2=CC=CC=C2C(=O)O1,CCCS,CC=O,CCOC=O,C=CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,396,CC(C)CC=O,CC1([C@H]2CCC(=C)[C@@H]1C2)C,COC(=O)C1=CC=CC=C1,COC1=CC=C(C=C1)C=O,CC(=O)O,CSCSC,CC1=CCC(C=C1)C(C)C,CCCCCCC=O,CC1=CC=C(C=C1)OC(=O)C(C)C,CCC(C)S,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCCCC(=O)OCC,CC1CCC(=O)O1,CC(=CCC/C(=C/CO)/C)C,CCCCCOC(=O)C,CC1=CC=C(C=C1)O,C1=CSC=C1,CC1(C2CCC(O1)(CC2)C)C,CC(C(=O)O)O,CCCC(C)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,397,CCCCCC(=O)OCC,CCC/C=C/C=O,CCCCC(=O)O,CC1=CC(=C(C=C1Cl)C(C)C)O,CCCCCC=O,CCCC(C)O,C[C@@H](CCC=C(C)C)CCO,CC1=NC=CN=C1C,CCCCCCCCCCC=O,CC(=O)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,398,CCCCCC(=O)OCC,CCC/C=C/C=O,CCCCC(=O)O,CC(C)CC=O,CC1=CC2=C(C=C1)N=CC=C2,CCCCCCO,CC(=CCC/C(=C/CO)/C)C,CCCCCCOC(=O)CCCCC,CCCC(=O)CC,COC1=CC=C(C=C1)C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,399,CCCC(=O)SC,CCCCCC(=O)O,CCCCC/C=C/C=C/C=O,CC(=O)C1=CC=CC=C1,CC(C)CCOC(=O)CC1=CC=CC=C1,CCOC(=O)C(C)O,CCCCCOC(=O)CCCC,CCOC(=O)C1=CC=CC=C1,CC(C)C1=CC=C(C=C1)C=O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,C#CC1=CC=CC=C1,CCCCCCCC(=O)OC,CCC(C=C)O,CC(=O)C,CC(=O)O,COC1=CC=CC=C1O,CC(=CC(=O)C)C,CCCCCC=O,CC=O,C=CCCC(=O)O,CC1=CC=C(C=C1)C(C)C,CC1=CC[C@@H](CC1)C(=C)C,CSCSC,CN(C)C,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CC(C)O,CC1(C2CCC(O1)(CC2)C)C,CC(C)CCOC(=O)C,CC1CCC(=O)O1,CC(C)CC(=O)O,,,,,,,,,,,,,
Bushdid,400,CCC1=NC=CN=C1,CC1=CC(=O)CC(C1)(C)C,CC1=CCC(C=C1)C(C)C,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC1=CCC2CC1C2(C)C,C1=CC=C(C=C1)CCO,CSC,CCCCCOC(=O)CCC,CC1=CC=C(C=C1)OC(=O)C,CC1=CC2=C(C=C1)N=CC=C2,CCCCCCCC(C)O,CC1=CC(=C(C=C1Cl)C(C)C)O,CC1=CC=C(C=C1)OC(=O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,CSSSC,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,C=CCCCCCCCCC(=O)O,CCCCCC(=O)C,C1=CC=C(C=C1)CC(=O)O,CC(=O)OCCC1=CC=CC=C1,CC(C(=O)C)O,CCCCCCCCCCC=O,C1=COC(=C1)CS,CCCCSCCCC,C[C@@H](CCC=C(C)C)CCO,CCCCCCO,COC(=O)C1=CC=CC=C1,CC(CCCC(C)(C)O)CC=O,C1=CC=C(C=C1)OC2=CC=CC=C2,CCCCOC(=O)C,,,,,,,,,,,,,
Bushdid,401,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CC1=CC(=C(C=C1Cl)C(C)C)O,CCCC(=O)CC,CC=O,CN(C)C,COC1=CC=C(C=C1)C=O,CCCCCC(=O)OCC,CCC(=O)OC,CCCCCCC=O,CSCSC,COC1=C(C=CC(=C1)CC=C)O,CCOC(=O)C(C)O,COC1=CC=CC=C1,CC(=O)C,CC1=CCC2CC1C2(C)C,CC1=CC=C(C=C1)OC,CCCO,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CC1=CC=CC=C1C=O,CCCCCC(=O)O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CSSC,C[C@@H](CCC=C(C)C)CCO,CCCCCCCC=O,COC(=O)C1=CC=CC=C1,CCCSCCC,CC1CCC(=O)O1,CCCCCOC(=O)C,CC1=CC=CC=C1,CCCCCCCC(=O)OC,,,,,,,,,,,,,
Bushdid,402,CC1=CC(=O)CC(C1)(C)C,CC1=CC=C(C=C1)OC(=O)C(C)C,CCCCCCO,C1CCSC1,CCC1=CC(=C(C=C1)O)OC,CC(C)CCOC(=O)CC1=CC=CC=C1,CCCCCCCCCC(=O)O,CC(=O)OCCC1=CC=CC=C1,CC1=CC=C(C=C1)C(C)C,CC(C)CC(=O)O,CCC1=NC=CN=C1,CC(CCC=C(C)C)C=O,CC1=CCC(C=C1)C(C)C,CSSSC,CCCCCCCCCCC=O,CC(C)CC=O,CC(=O)C1=CC=CC=C1,CC1(C2CCC(O1)(CC2)C)C,CC(=CCC/C(=C/CO)/C)C,CC1=CC(=C(C=C1)C(C)C)O,CC(C(=O)O)O,CCCCNCCCC,C1=CC=C(C=C1)/C=C/C=O,CCCCCCCCC(=O)C,CCCCC(=O)O,C1=CC=C(C=C1)CCO,CCCCCOC(=O)CCCC,CC(C)C(=O)O,COC1=CC=CC=C1O,CC1=CNC2=CC=CC=C12,,,,,,,,,,,,,
Bushdid,403,CC1(C2CCC(O1)(CC2)C)C,CC(=O)C,CCCC(C)O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCC(=O)OC,COC(=O)C1=CC=CC=C1,CC1=CC[C@@H](CC1)C(=C)C,CC(C)CCOC(=O)C,CCCCSCCCC,CCCCCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,404,CC1=CC(=O)CC(C1)(C)C,CC1=CC=C(C=C1)C(C)C,CCCC(=O)CC,CCCCCCC=O,C1=COC(=C1)CS,CCCCCCOC(=O)CCCCC,CCCCCCCCC(=O)C,CC1=CNC2=CC=CC=C12,CC(C)CCOC(=O)CC1=CC=CC=C1,CCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,405,CCCCSCCCC,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CC(C)CCOC(=O)C,C#CC1=CC=CC=C1,CCCCNCCCC,CCCC(CC)O,C1=CC=C(C=C1)C=O,CCCC(=O)OC,CCCC(=O)CC,CC1=CC(=C(C=C1)C(C)C)O,CN(C)C,CCOC(=O)C(C)O,CC(C)CC=O,CC1=CC(=C(C=C1Cl)C(C)C)O,CSSSC,CCCCCC(=O)C,CC(=O)C1=CC=CC=C1,CC(=O)OCCC1=CC=CC=C1,CCCCCCC=O,CC(CCC=C(C)C)C=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,406,CCCCSCCCC,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CC(C)CCOC(=O)C,C#CC1=CC=CC=C1,CCCCNCCCC,CCCC(CC)O,C1=CC=C(C=C1)C=O,CCCC(=O)OC,CCCC(=O)CC,CC1=CC(=C(C=C1)C(C)C)O,CN(C)C,CCOC(=O)C(C)O,CC(C)CC=O,CC1=CC(=C(C=C1Cl)C(C)C)O,CSSSC,CC(CCCC(C)(C)O)CC=O,CC1(C2CCC(O1)(CC2)C)C,CC1=CC[C@@H](CC1)C(=C)C,CC1=CC=C(C=C1)OC,CC1=CC=C(C=C1)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,407,CC(=CCC[C@](C)(C=C)O)C,CC(=O)C1=CC=CC=N1,CCCCCC(C)O,CC(C)C=O,CC1=CC(=C(C=C1Cl)C(C)C)O,CC1=CC=C(C=C1)OC,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CCCC(CC)O,CCCC(C)O,CC1=CC(=C(C=C1)C(C)C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
