Dataset,Mixture Label,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID
Bushdid,108,7410,6544,6590,7519,7150,8091,31244,3776,10821,8148,8842,1140,8918,10430,14896,8051,176,31265,1068,264,460,16666,10560,0,7590,12232,180,22201,62444,7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,109,5281515,5283349,7762,10882,7632,31244,8025,16666,7519,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,110,22311,7344,22386,1146,4133,6590,637566,7460,11509,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,111,7460,8842,177,180,8186,8051,10722,12020,22873,5373603,7966,3776,7731,6054,7519,12232,25137858,10890,7344,14896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,112,7460,8842,177,180,8186,8051,10722,12020,22873,5373603,7966,3776,7731,6054,7519,8118,16666,78605,5634,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,113,1068,10722,25137858,31272,7848,8130,7590,6736,8025,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,114,7632,3314,1140,8635,62336,7600,7762,6549,7059,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,115,1031,6989,8051,8103,62465,6501,7799,7749,25137858,8797,14100,5634,10821,7991,7632,7590,7059,16666,15380,5373603,637511,7165,22201,6054,8842,180,22386,7762,31265,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,116,1031,6989,8051,8103,62465,6501,7799,7749,25137858,8797,14100,5634,10821,7991,7632,7590,7059,16666,15380,5373603,637511,7165,22201,6054,8842,180,22386,7762,31265,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,117,8842,180,6654,2758,177,22311,7410,25137858,8918,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,118,8842,180,6654,2758,177,22311,7410,25137858,8918,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,119,31276,5283349,8130,6054,7600,22873,7710,0,8148,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,120,31276,5283349,8130,7590,1140,22386,24915,1068,7410,12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,121,62444,2879,7762,6448,176,62465,16666,3776,326,7600,1060,4133,8091,1031,10722,7410,6590,0,460,19789253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,122,62444,2879,7762,6448,176,62465,16666,3776,326,7600,1060,4133,8091,1031,10722,7410,6590,0,460,7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,123,8148,8186,8797,6544,1146,22873,31272,176,61016,637566,12473,10430,7848,326,25137858,460,8025,637511,8030,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,124,8148,8186,8797,6544,1146,22873,31272,176,61016,637566,12473,10430,7848,326,25137858,460,8025,637511,8030,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,125,7714,10890,8051,7966,5283349,2969,2879,10882,10560,7600,177,8797,6590,7410,8635,62336,31244,62465,7848,10976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,126,7714,10890,8051,7966,5283349,2969,2879,10882,10560,7600,177,8797,6590,7410,8635,62336,31244,62465,7848,11002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,127,22873,240,0,180,12348,7731,5634,6501,6982,8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,128,22873,240,0,14286,8918,22386,12180,8797,7762,8025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,129,8025,7762,62336,10430,7632,6501,12232,31244,176,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,130,8025,7762,62336,10430,7632,6501,3314,6184,22386,18827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,131,6590,240,8118,7749,12348,7460,3776,3314,7059,7344,14100,24915,12178,7165,7590,8797,12020,6654,11509,11552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,132,0,22386,8148,6549,7710,7991,78605,7966,31272,62444,12232,1060,8635,7363,10560,5634,7600,22201,7762,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,133,7848,4133,8130,8051,22873,7150,31276,264,5373603,62433,11124,14286,240,18827,8892,61138,11002,460,8030,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,134,7848,4133,8130,8051,22873,7150,31276,264,5373603,62433,11124,14286,240,18827,8892,61138,11002,460,8030,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,135,7059,0,637511,16666,14100,31276,11124,6654,8051,31249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,136,7059,0,637511,16666,14100,31276,11124,6654,8051,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,137,8030,798,7714,6448,8118,7731,62336,8635,997,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,138,8030,798,7714,6448,8118,7731,10722,7762,10821,11509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,139,637566,1146,0,7714,177,6989,5634,2969,10821,1031,11509,8892,62444,0,7848,5373603,2879,12020,12367,14896,7632,8130,22386,7344,798,12180,7583,7519,5283349,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,140,637566,1146,0,7714,177,6989,5634,2969,10821,1031,10882,6448,15380,31272,7410,31244,7731,8797,11124,7966,6561,7991,5281515,8025,997,180,7059,18827,25137858,12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,141,7519,2758,12367,7714,6184,240,6982,1068,3776,12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,142,7519,2758,12367,18827,16666,22386,7991,8051,5634,31272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,143,78605,22873,8103,6544,8118,6501,22201,6561,7685,5283349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,144,78605,22873,8103,6544,8118,6501,637566,7799,22386,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,145,4133,8148,7590,19789253,7731,7150,1031,7848,6654,12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,146,4133,8148,7590,61016,6989,22386,8130,31249,19310,7762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,147,12232,7710,19310,22311,5373603,11002,8103,2758,14100,3776,10976,637566,10882,7344,10722,8797,3314,7848,2969,180,5283349,6736,31265,7059,460,0,22873,5281515,7460,7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,148,4133,798,10821,7731,12741,7714,12367,1140,240,326,7762,25137858,0,62336,8051,6544,8030,8130,6561,8635,6448,62465,62444,11552,12020,66328,61016,15380,61138,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,149,798,5373603,22873,7519,0,15380,997,6448,637511,1146,5283349,12020,12367,176,454,6544,78605,62444,8130,10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,150,798,5373603,22873,7519,0,19789253,7165,7685,8842,6982,6184,7344,0,0,62336,22201,31249,66328,12180,12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,151,22201,8892,7590,7966,7799,10430,61138,10976,8030,10722,31249,6590,7991,8118,14896,25137858,62465,4133,10890,19310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,152,22201,8892,7590,7966,7799,10430,61138,10976,8030,10722,12473,8091,7583,16666,8797,22873,6184,8103,6654,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,153,3776,240,6590,177,637511,24915,8091,1068,0,78605,6736,176,0,8118,62336,8186,5281515,8797,7165,10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,154,6982,14286,1146,11509,8051,8148,61138,10882,7749,7731,8103,18827,1031,12367,8842,7762,25137858,8025,7799,19310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,155,10821,7966,10430,7749,8025,8148,8186,7991,0,78605,16666,8048,4133,62465,12367,6054,2758,8797,8130,12741,8892,176,22311,11552,177,12473,637511,8118,61138,62336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,156,637566,7344,1060,31272,12178,1140,6544,6448,0,7600,8842,19789253,19310,5281168,5283349,240,7731,326,8051,8918,1068,5373603,7363,6501,798,8030,14286,7583,5634,62444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,157,3776,8130,24915,8048,62433,31249,2879,7632,10890,7991,6054,14100,0,7749,7363,2969,261,177,8842,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,158,3776,8130,24915,8048,62433,31249,2879,7632,10890,7991,326,12473,10882,6590,8051,8635,3314,12178,22311,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,159,10560,3314,2758,1068,11509,16666,0,6590,10890,14896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,160,10560,3314,2758,12741,176,11552,7590,7762,6448,22201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,161,5634,1060,6590,7590,3776,62465,5281515,176,0,10821,12232,7363,6501,180,8148,8797,7749,6982,7991,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,162,5634,1060,6590,7590,3776,62465,5281515,176,0,10821,12232,7363,6501,180,8148,22386,7762,12473,7710,12741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,163,3776,12741,8148,8918,6448,10722,7632,6544,5281515,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,164,3776,12741,8148,8918,6448,10722,7632,6544,5281515,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,165,8797,1140,3314,8103,997,6544,7460,8118,11552,7749,7685,31249,180,6590,25137858,10560,7410,7059,6501,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,166,8797,1140,3314,8103,997,6544,7460,8118,11552,7749,5634,12348,62444,11124,2879,22873,31244,326,3776,637511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,167,6501,7632,61138,24915,78605,460,6982,5281168,8892,62444,12178,19310,6184,7059,6448,8048,180,11552,10821,6736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,168,0,7363,7991,8103,0,12232,6544,12741,7731,8842,0,31276,637566,7848,6654,1060,31249,1068,177,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,169,62444,6736,25137858,62465,15380,7519,12473,10821,7590,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,170,31276,0,22386,261,7762,1146,1068,4133,240,8025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,171,177,78605,1068,7363,7799,7600,12020,6544,11509,8091,7966,0,8048,8103,3314,6549,14286,7749,14100,12741,10890,25137858,2879,12178,7991,22201,8842,2969,240,8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,172,177,78605,1068,7363,7799,7600,12020,6544,11509,8091,7966,0,8048,8103,3314,6549,14286,7749,14100,12741,10890,25137858,2879,12178,7991,22201,8842,2969,240,6184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,173,7848,3776,7799,7344,14286,31276,177,176,12178,12367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,174,7848,3776,7799,7344,14286,31276,177,176,12178,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,175,5283349,10560,7519,6054,7363,8130,18827,8091,5373603,66328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,176,5283349,10560,7519,6054,7363,8130,18827,8091,5373603,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,177,25137858,0,11509,7710,6982,10722,12348,2879,1031,460,11552,7632,798,7519,176,326,15380,14100,4133,3314,7848,6544,12178,8030,31249,7749,0,6736,61138,8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,178,25137858,0,11509,7710,6982,10722,12348,2879,1031,460,11552,7632,798,7519,176,326,15380,14100,4133,3314,7848,6544,12178,8030,31249,7749,0,6736,61138,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,179,6549,240,460,14286,7848,12348,8797,7749,0,7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,180,6549,240,460,14286,7848,12348,8797,7749,0,8892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,181,7165,10430,22201,2758,7059,24915,14100,1060,7991,7590,454,6982,8797,12473,7583,1140,12741,1031,0,7410,12367,25137858,66328,7749,8030,6736,62444,7600,7762,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,182,637511,14896,15380,3776,8892,11552,5634,6054,11509,0,10560,7632,7731,10722,180,78605,10882,19310,798,5373603,8842,61016,6654,22873,8918,3314,2969,261,12232,637566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,183,3314,1068,6184,2879,24915,6549,7991,14100,7749,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,184,3314,1068,6184,6590,264,22386,62465,10821,10430,22201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,185,8918,798,5283349,2969,14286,0,6654,22386,6561,5373603,62465,24915,12473,6989,8118,7966,8797,1068,7731,62444,176,7632,10722,460,8148,31244,6549,8048,8025,637566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,186,8918,798,5283349,2969,14286,0,6654,22386,6561,5373603,5634,1146,997,7583,1031,454,22873,31265,7685,6982,7799,6590,10560,16666,7710,2879,12178,11124,7344,5281168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,187,31276,12367,7410,12741,11002,8130,7710,31265,7583,19310,8030,6501,62336,637511,22311,12178,31249,8797,10430,18827,5373603,3314,6184,7600,8842,6590,6982,15380,7632,12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,188,31276,12367,7410,12741,11002,8130,7710,31265,7583,19310,6544,6054,8635,7150,7991,0,8892,78605,14286,7344,261,7714,180,1031,22873,62433,12232,798,31272,8186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,189,1140,8025,7710,8918,7731,637511,5634,8118,180,62433,6989,5373603,6054,0,12020,14896,7590,1031,31265,16666,61016,6982,19789253,6590,7519,454,7344,8797,7059,18827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,190,1140,8025,7710,8918,7731,637511,5634,8118,180,62433,8842,5283349,0,7762,7966,7848,3314,66328,19310,7600,1068,2969,31272,12348,12473,15380,7799,10882,6736,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,191,62433,8025,7991,8918,6736,0,8797,12348,637566,3776,8186,10821,460,12232,6054,6982,11509,8051,8103,31244,1060,22386,12178,31249,1031,7710,454,177,7749,7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,192,7632,61016,7966,14896,10890,5281168,0,1146,240,8118,0,11124,12473,6590,2758,31276,22311,7799,14100,62336,12020,25137858,6501,5634,261,15380,2879,6654,326,78605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,193,8118,798,6982,6736,7460,7762,7632,6448,1068,12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,194,8797,8918,22386,7150,7363,8842,8030,6184,5281515,637511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,195,1146,4133,177,176,12180,5634,24915,3314,11002,12232,7632,6054,180,6184,62444,7583,1031,6448,7966,6549,16666,8130,12473,61138,0,7363,460,5281168,240,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,196,1146,4133,177,176,12180,5634,24915,3314,11002,12232,2969,14286,7519,10882,7590,7762,5283349,14896,2879,31265,10560,8051,10890,6736,6989,11552,8118,7344,62465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,197,261,31272,8797,637566,2879,7590,3776,10882,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,198,261,31272,8797,637566,2879,7590,7991,7714,22386,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,199,8918,6561,7710,31276,7991,19310,24915,0,10976,8103,62444,8186,5283349,5281515,10560,798,31244,5634,11552,10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,200,8918,6561,7710,31276,7991,19310,24915,0,10976,8103,62444,8186,5283349,5281515,10560,798,31244,5634,11552,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,201,31276,62465,326,8103,22386,31249,8091,7165,6590,7344,5634,0,7685,11552,798,6736,7059,8030,14896,0,12178,454,3776,6184,62444,62336,8797,7991,637511,7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,202,31276,62465,326,8103,22386,31249,8091,7165,6590,7344,5634,0,7685,11552,798,6736,7059,8030,14896,0,12178,454,3776,6184,62444,62336,8797,7991,637511,8130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,203,8048,0,7600,637566,8797,6549,61016,7150,62433,7165,66328,8635,7590,31265,15380,6448,7966,637511,8025,11509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,204,8048,0,7600,637566,8797,31249,7344,14100,5634,6654,8030,10882,10722,0,5281515,454,11124,5373603,10821,6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
